Date,Month,Year,Vessel ,Hold_Capacity_tons,Hold_Capacity_kg,Location,No_Fishers,Gear,LAT,LON,Dist_coast,Chita_kg,Total_kg,Percent_Chita,Percent_Chita _actual
3/2/2001,3,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,130,153,85,0.849673203
3/2/2001,3,2001,BOTE,1.5,1360.8,PUCUSANA,4,CORTINA/AGALLERA,-12.2840,-76.4745,0,30,90,34,0.333333333
3/2/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,6,29,21,0.206896552
3/2/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,9,23,0.222222222
3/2/2001,3,2001,BOTE,2.0,1814.4,SALAVERRY,3,CORTINA/TRASMALLO ,-8.1300,-78.5855,1.7,96,235,41,0.408510638
3/2/2001,3,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,25,20,0.2
3/2/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,4,13,31,0.307692308
3/2/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,14,15,0.142857143
3/2/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,11,19,58,0.578947368
3/2/2001,3,2001,BOTE,2.0,1814.4,HUACHO,3,CORTINA/AGALLERA,-11.0710,-77.3645,0,6,10,60,0.6
3/2/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,17,30,0.294117647
3/2/2001,3,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,7,7,100,1
3/2/2001,3,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,9,9,100,1
3/3/2001,3,2001,BOTE,2.0,1814.4,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,100,100,100,1
3/3/2001,3,2001,LANCHA,30.0,27215.6,SANTA ROSA,13,CERCO ,-6.5300,-79.5500,0.64,2700,5400,50,0.5
3/3/2001,3,2001,PERSONA,0.0,0.0,CHIMBOTE,18,CHINCHORRO,-9.0425,-78.3512,0,25,345,8,0.072463768
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,6,15,40,0.4
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,10,50,0.5
3/3/2001,3,2001,BOTE,1.0,907.2,CALLAO,2,CORTINA/AGALLERA,-12.0315,-77.0845,2.55,7,25,28,0.28
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,8,15,54,0.533333333
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,5,20,0.2
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,6,13,47,0.461538462
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,4,19,22,0.210526316
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,6,11,55,0.545454545
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,4,9,45,0.444444444
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,9,18,50,0.5
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,4,13,31,0.307692308
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,3,20,15,0.15
3/3/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,2,8,25,0.25
3/5/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,6,14,43,0.428571429
3/5/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,8,26,31,0.307692308
3/5/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,6,12,50,0.5
3/5/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,4,25,0.25
3/5/2001,3,2001,BOTE,2.5,2268.0,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,1.33,2,5,40,0.4
3/5/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,8,12,67,0.666666667
3/5/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,8,26,31,0.307692308
3/5/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,4,17,24,0.235294118
3/6/2001,3,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,7,PINTA ,-6.5000,-79.5600,0.75,5,13,39,0.384615385
3/6/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,8,14,58,0.571428571
3/6/2001,3,2001,LANCHA,8.0,7257.5,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,7,12,59,0.583333333
3/6/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,12,20,60,0.6
3/6/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,7,13,54,0.538461538
3/6/2001,3,2001,CHALANA ,0.5,453.6,HUACHO,2,CORTINA/AGALLERA,-11.0710,-77.3645,0.17,4,17,24,0.235294118
3/6/2001,3,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,12,12,100,1
3/7/2001,3,2001,LANCHA,10.0,9071.9,PIMENTEL,4,CORTINA/AGALLERA,-6.5000,-79.5600,3.29,20,22,91,0.909090909
3/7/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,4,10,40,0.4
3/7/2001,3,2001,LANCHA,15.0,13607.8,PIMENTEL,10,CERCO ,-6.5000,-79.5600,4.46,35,135,26,0.259259259
3/7/2001,3,2001,CABALLITO DE TOTORA ,0.1,90.7,SANTA ROSA,8,PINTA ,-6.5300,-79.5500,1.45,1,54,2,0.018518519
3/7/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,12,22,55,0.545454545
3/7/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,34,40,85,0.85
3/7/2001,3,2001,BOTE,3.0,2721.6,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,0.21,5,45,12,0.111111111
3/7/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,9,23,0.222222222
3/7/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,54,79,69,0.683544304
3/7/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,18,30,60,0.6
3/7/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,10,14,72,0.714285714
3/7/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,9,31,30,0.290322581
3/7/2001,3,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,6,26,24,0.230769231
3/7/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,12,18,67,0.666666667
3/7/2001,3,2001,NO DEFINIDO ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,2,17,12,0.117647059
3/7/2001,3,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,7,11,64,0.636363636
3/7/2001,3,2001,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,5.04,3,31,10,0.096774194
3/8/2001,3,2001,BOTE,4.0,3628.7,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,1.7,164,504,33,0.325396825
3/8/2001,3,2001,LANCHA,10.0,9071.9,PIMENTEL,4,CORTINA/AGALLERA,-6.5000,-79.5600,3.29,2,178,2,0.011235955
3/8/2001,3,2001,LANCHA,10.0,9071.9,PIMENTEL,3,CORTINA/AGALLERA,-6.5000,-79.5600,3.29,4,60,7,0.066666667
3/8/2001,3,2001,CABALLITO DE TOTORA ,0.1,90.7,SANTA ROSA,9,PINTA ,-6.5300,-79.5500,1.45,2,39,6,0.051282051
3/8/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,10,20,50,0.5
3/8/2001,3,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.64,30,512,6,0.05859375
3/8/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,2,9,23,0.222222222
3/8/2001,3,2001,PERSONA,3.0,2721.6,SANTA ROSA,18,CHINCHORRO,-6.5300,-79.5500,0.38,5,800,1,0.00625
3/8/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,14,36,0.357142857
3/8/2001,3,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,0.49,6,26,24,0.230769231
3/8/2001,3,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,3.35,10,40,25,0.25
3/8/2001,3,2001,BOTE,5.0,4535.9,PARACHIQUE,5,OTROS ,-5.4520,-80.5138,1.19,10,38,27,0.263157895
3/8/2001,3,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,10,10,100,1
3/8/2001,3,2001,BOTE,2.0,1814.4,HUACHO,3,CORTINA/AGALLERA,-11.0710,-77.3645,0.72,6,59,11,0.101694915
3/8/2001,3,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,5,8,63,0.625
3/9/2001,3,2001,BOTE,2.0,1814.4,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,1.1,160,272,59,0.588235294
3/9/2001,3,2001,LANCHA,15.0,13607.8,PIMENTEL,10,CERCO ,-6.5000,-79.5600,1.11,2100,2158,98,0.973123262
3/9/2001,3,2001,BOTE,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.74,4,1149,1,0.003481288
3/9/2001,3,2001,CHALANA ,3.0,2721.6,SAN JOSE,2,CORTINA/AGALLERA,-6.4600,-79.5810,2.9,1,14,8,0.071428571
3/9/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,16,24,67,0.666666667
3/9/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,3,11,28,0.272727273
3/9/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,31,17,0.161290323
3/9/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,8,18,45,0.444444444
3/9/2001,3,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1,3,10,30,0.3
3/9/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,12,42,0.416666667
3/9/2001,3,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,8,8,100,1
3/9/2001,3,2001,BOTE,3.0,2721.6,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,9.69,5,62,9,0.080645161
3/9/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,4,9,45,0.444444444
3/9/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,14,36,0.357142857
3/9/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,8,24,34,0.333333333
3/9/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,15,34,0.333333333
3/9/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,18,32,57,0.5625
3/9/2001,3,2001,CHALANA ,0.5,453.6,HUACHO,2,CORTINA/TRASMALLO ,-11.0710,-77.3645,0.16,20,32,63,0.625
3/10/2001,3,2001,BOTE,3.0,2721.6,PUCUSANA,3,CORTINA/AGALLERA,-12.2840,-76.4745,0.12,90,100,90,0.9
3/10/2001,3,2001,BOTE,2.0,1814.4,SALAVERRY,3,CORTINA/TRASMALLO ,-8.1300,-78.5855,2.2,67,614,11,0.109120521
3/10/2001,3,2001,BOTE,3.0,2721.6,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,9.69,15,145,11,0.103448276
3/10/2001,3,2001,LANCHA,10.0,9071.9,PIMENTEL,7,CORTINA/AGALLERA,-6.5000,-79.5600,1.75,1,14,8,0.071428571
3/10/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,16,32,0.3125
3/10/2001,3,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,3.29,40,262,16,0.152671756
3/10/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,17,30,0.294117647
3/10/2001,3,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.64,4,24,17,0.166666667
3/10/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,14,36,0.357142857
3/10/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,19,27,0.263157895
3/10/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,16,32,0.3125
3/10/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,6,25,24,0.24
3/10/2001,3,2001,BOTE,2.5,2268.0,CHIMBOTE,4,CORTINA/AGALLERA,-9.0425,-78.3512,1.38,3,72,5,0.041666667
3/10/2001,3,2001,BOTE,4.0,3628.7,CHIMBOTE,7,CERCO ,-9.0425,-78.3512,0.19,3,200,2,0.015
3/11/2001,3,2001,LANCHA,25.0,22679.6,SAN JOSE,10,CERCO ,-6.4600,-79.5810,1.04,1836,2106,88,0.871794872
3/11/2001,3,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,7,PINTA ,-6.5000,-79.5600,1.45,3,12,25,0.25
3/12/2001,3,2001,CHALANA ,4.0,3628.7,SAN JOSE,3,CORTINA/AGALLERA,-6.4600,-79.5810,1.41,40,830,5,0.048192771
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,6,13,47,0.461538462
3/12/2001,3,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,14,PINTA ,-6.5000,-79.5600,1.45,12,52,24,0.230769231
3/12/2001,3,2001,CHALANA ,0.5,453.6,HUACHO,2,CORTINA/TRASMALLO ,-11.0710,-77.3645,0.05,30,35,86,0.857142857
3/12/2001,3,2001,BOTE,2.5,2268.0,SALAVERRY,1,CORTINA/TRASMALLO ,-8.1300,-78.5855,1.74,1,3,34,0.333333333
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,14,36,0.357142857
3/12/2001,3,2001,LANCHA,20.0,18143.7,SAN JOSE,12,CERCO ,-6.4600,-79.5810,3.77,28,4186,1,0.006688963
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,2,9,23,0.222222222
3/12/2001,3,2001,BOTE,4.0,3628.7,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,1.7,122,468,27,0.260683761
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,5,8,63,0.625
3/12/2001,3,2001,PERSONA,0.0,0.0,HUACHO,2,PINTA ,-11.0710,-77.3645,0.39,1,8,13,0.125
3/12/2001,3,2001,BOTE,2.0,1814.4,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,3.51,64,339,19,0.18879056
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,6,12,50,0.5
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,4,7,58,0.571428571
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,13,18,73,0.722222222
3/12/2001,3,2001,NO DEFINIDO ,0.5,453.6,HUACHO,2,CORTINA/TRASMALLO ,-11.0710,-77.3645,0.12,40,40,100,1
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,12,21,58,0.571428571
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,7,12,59,0.583333333
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,21,24,0.238095238
3/12/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,17,22,78,0.772727273
3/12/2001,3,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,8,11,73,0.727272727
3/12/2001,3,2001,NO DEFINIDO ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,2,10,20,0.2
3/13/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,14,36,0.357142857
3/13/2001,3,2001,LANCHA,10.0,9071.9,PIMENTEL,10,CERCO ,-6.5000,-79.5600,3.29,5,100,5,0.05
3/13/2001,3,2001,PERSONA,0.0,0.0,CHIMBOTE,18,CHINCHORRO,-9.0425,-78.3512,0,25,280,9,0.089285714
3/13/2001,3,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,17,PINTA ,-6.5000,-79.5600,0.02,16,160,10,0.1
3/13/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,7,29,0.285714286
3/13/2001,3,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.95,10,537,2,0.018621974
3/13/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,12,19,64,0.631578947
3/13/2001,3,2001,BOTE,2.0,1814.4,ILO ,2,CORTINA/AGALLERA,-17.3840,-71.2030,0.07,3,48,7,0.0625
3/13/2001,3,2001,NO DEFINIDO ,0.5,453.6,HUACHO,2,CORTINA/TRASMALLO ,-11.0710,-77.3645,0.12,30,46,66,0.652173913
3/13/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,10,16,63,0.625
3/13/2001,3,2001,BOTE,1.0,907.2,CALLAO,2,CORTINA/AGALLERA,-12.0315,-77.0845,2.67,2,49,5,0.040816327
3/13/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,7,15,47,0.466666667
3/13/2001,3,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,5,21,24,0.238095238
3/13/2001,3,2001,LANCHA,10.0,9071.9,SANTA ROSA,10,CERCO ,-6.5300,-79.5500,0.64,54,245,23,0.220408163
3/13/2001,3,2001,BOTE,2.0,1814.4,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,20,154,13,0.12987013
3/14/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,6,21,29,0.285714286
3/14/2001,3,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.64,5,115,5,0.043478261
3/14/2001,3,2001,NO DEFINIDO ,0.5,453.6,HUACHO,2,CORTINA/AGALLERA,-11.0710,-77.3645,0.17,40,40,100,1
3/14/2001,3,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,1.76,4,1093,1,0.003659652
3/14/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,16,22,73,0.727272727
3/14/2001,3,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.02,6,251,3,0.023904382
3/14/2001,3,2001,BOTE,3.5,3175.1,SALAVERRY,5,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,8,708,2,0.011299435
3/14/2001,3,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,10,PINTA ,-6.5000,-79.5600,0.02,4,222,2,0.018018018
3/14/2001,3,2001,LANCHA,10.0,9071.9,SANTA ROSA,11,CERCO ,-6.5300,-79.5500,0.64,54,114,48,0.473684211
3/14/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,54,59,92,0.915254237
3/14/2001,3,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,14,PINTA ,-6.5000,-79.5600,1.45,5,151,4,0.033112583
3/14/2001,3,2001,LANCHA,10.0,9071.9,SANTA ROSA,10,CERCO ,-6.5300,-79.5500,3.29,50,401,13,0.124688279
3/14/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,16,24,67,0.666666667
3/14/2001,3,2001,LANCHA,30.0,27215.6,PIMENTEL,14,CERCO ,-6.5000,-79.5600,0.99,250,3105,9,0.080515298
3/14/2001,3,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.9,34,353,10,0.09631728
3/14/2001,3,2001,LANCHA,22.0,19958.1,SANTA ROSA,8,CERCO ,-6.5300,-79.5500,1.17,600,800,75,0.75
3/14/2001,3,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.9,193,473,41,0.408033827
3/14/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,8,19,43,0.421052632
3/14/2001,3,2001,LANCHA,10.0,9071.9,SANTA ROSA,9,CERCO ,-6.5300,-79.5500,1.11,500,500,100,1
3/14/2001,3,2001,CHALANA ,0.5,453.6,HUACHO,2,CORTINA/AGALLERA,-11.0710,-77.3645,0.16,3,73,5,0.04109589
3/15/2001,3,2001,BOTE,2.0,1814.4,SALAVERRY,3,CORTINA/TRASMALLO ,-8.1300,-78.5855,0.59,125,212,59,0.589622642
3/15/2001,3,2001,LANCHA,10.0,9071.9,PIMENTEL,7,CERCO ,-6.5000,-79.5600,3.29,111,247,45,0.449392713
3/15/2001,3,2001,LANCHA,10.0,9071.9,SANTA ROSA,12,CERCO ,-6.5300,-79.5500,0.69,300,400,75,0.75
3/15/2001,3,2001,BOTE,2.0,1814.4,SAN ANDRES,4,CORTINA/AGALLERA,-13.4348,-76.1310,3.35,1,61,2,0.016393443
3/15/2001,3,2001,BOTE,2.5,2268.0,ILO ,2,CORTINA/AGALLERA,-17.3840,-71.2030,0.96,15,45,34,0.333333333
3/15/2001,3,2001,LANCHA,10.0,9071.9,SANTA ROSA,8,CERCO ,-6.5300,-79.5500,1.11,500,650,77,0.769230769
3/15/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,12,62,20,0.193548387
3/15/2001,3,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,27,42,65,0.642857143
3/15/2001,3,2001,BOTE,3.5,3175.1,SALAVERRY,5,CORTINA/AGALLERA,-8.1300,-78.5855,0.67,160,217,74,0.737327189
3/15/2001,3,2001,BOTE,2.5,2268.0,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,7,26,27,0.269230769
3/15/2001,3,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,14,42,34,0.333333333
3/15/2001,3,2001,LANCHA,20.0,18143.7,SAN JOSE,12,CERCO ,-6.4600,-79.5810,0.09,162,324,50,0.5
3/15/2001,3,2001,NO DEFINIDO ,0.5,453.6,HUACHO,2,CORTINA/TRASMALLO ,-11.0710,-77.3645,0.16,40,40,100,1
3/15/2001,3,2001,CHALANA ,1.5,1360.8,CALLAO,2,PINTA ,-12.0315,-77.0845,2.55,1,9,12,0.111111111
3/16/2001,3,2001,BOTE,2.0,1814.4,HUACHO,3,CORTINA/AGALLERA,-11.0710,-77.3645,0.03,6,156,4,0.038461538
