Date,Month,Year,Vessel ,Hold_Capacity_tons,Hold_Capacity_kg,Location,No_Fishers,Gear,LAT,LON,Dist_coast,Chita_kg,Total_kg,Percent_Chita,Percent_Chita _actual
1/2/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,9.69,2,117,2,0.017094017
1/2/2001,1,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,1.27,14,2742,1,0.005105762
1/2/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,22,PINTA ,-6.5000,-79.5600,0.64,6,264,3,0.022727273
1/2/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,24,PINTA ,-6.5000,-79.5600,1.11,13,569,3,0.0228471
1/2/2001,1,2001,BOTE,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,1.27,25,993,3,0.025176234
1/2/2001,1,2001,LANCHA,18.0,16329.3,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,1.27,6,294,3,0.020408163
1/2/2001,1,2001,BOTE,2.0,1814.4,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,11,39,29,0.282051282
1/2/2001,1,2001,PERSONA,3.0,2721.6,SAN JOSE,18,CHINCHORRO,-6.4600,-79.5810,0.52,28,680,5,0.041176471
1/2/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,15,14,0.133333333
1/2/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,21,47,45,0.446808511
1/2/2001,1,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.67,8,51,16,0.156862745
1/2/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,6,30,20,0.2
1/2/2001,1,2001,BOTE,2.0,1814.4,HUACHO,2,CORTINA/AGALLERA,-11.0710,-77.3645,0.16,2,107,2,0.018691589
1/2/2001,1,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,10,10,100,1
1/2/2001,1,2001,NO DEFINIDO ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,8,15,54,0.533333333
1/2/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,10,10,0.1
1/2/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,2,21,10,0.095238095
1/3/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,37,6,0.054054054
1/3/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,5,20,0.2
1/3/2001,1,2001,BOTE,2.0,1814.4,PUCUSANA,3,CORTINA/AGALLERA,-12.2840,-76.4745,0.08,5,25,20,0.2
1/3/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,16,7,0.0625
1/3/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,42,PINTA ,-6.5000,-79.5600,1.11,12,97,13,0.12371134
1/3/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,0.49,8,58,14,0.137931034
1/3/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,13,37,36,0.351351351
1/3/2001,1,2001,PERSONA,1.0,907.2,HUACHO,4,CORTINA/AGALLERA,-11.0710,-77.3645,1.31,8,128,7,0.0625
1/3/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,15,14,0.133333333
1/3/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,1.33,2,20,10,0.1
1/3/2001,1,2001,BOTE,4.0,3628.7,CALLAO,3,TRINCHE ,-12.0315,-77.0845,5.04,2,21,10,0.095238095
1/3/2001,1,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,10,14,72,0.714285714
1/3/2001,1,2001,NO DEFINIDO ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,5,21,24,0.238095238
1/3/2001,1,2001,BOTE,1.0,907.2,HUACHO,20,CHINCHORRO,-11.0710,-77.3645,0.16,40,710,6,0.056338028
1/3/2001,1,2001,NO DEFINIDO ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,25,25,100,1
1/4/2001,1,2001,BOTE,2.5,2268.0,ILO ,2,CORTINA/AGALLERA,-17.3840,-71.2030,0.96,12,47,26,0.255319149
1/4/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,12,PINTA ,-6.5000,-79.5600,0.74,4,140,3,0.028571429
1/4/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,7,15,0.142857143
1/4/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,32,PINTA ,-6.5000,-79.5600,0.64,5,396,2,0.012626263
1/4/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,42,PINTA ,-6.5000,-79.5600,1.11,12,771,2,0.015564202
1/4/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,1.33,2,9,23,0.222222222
1/4/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,24,5,0.041666667
1/4/2001,1,2001,BOTE,1.5,1360.8,CALLAO,2,CORTINA/AGALLERA,-12.0315,-77.0845,2.55,3,21,15,0.142857143
1/4/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,18,78,24,0.230769231
1/4/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.59,7,69,11,0.101449275
1/4/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,14,15,0.142857143
1/4/2001,1,2001,PERSONA,3.0,2721.6,SANTA ROSA,18,CHINCHORRO,-6.5300,-79.5500,0.45,42,1722,3,0.024390244
1/4/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,4,PINTA ,-13.4348,-76.1310,9.56,25,90,28,0.277777778
1/4/2001,1,2001,BOTE,3.0,2721.6,SALAVERRY,5,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,2,116,2,0.017241379
1/4/2001,1,2001,BOTE,2.0,1814.4,HUACHO,3,CORTINA/AGALLERA,-11.0710,-77.3645,0.03,2,212,1,0.009433962
1/4/2001,1,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,12,12,100,1
1/4/2001,1,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,10,14,72,0.714285714
1/4/2001,1,2001,PERSONA,1.0,907.2,HUACHO,4,CORTINA/AGALLERA,-11.0710,-77.3645,0.8,15,25,60,0.6
1/4/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,7,29,0.285714286
1/4/2001,1,2001,BOTE,0.0,0.0,SALAVERRY,6,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,480,480,100,1
1/4/2001,1,2001,BOTE,2.0,1814.4,HUACHO,3,CORTINA/AGALLERA,-11.0710,-77.3645,0.03,4,61,7,0.06557377
1/4/2001,1,2001,PERSONA,0.0,0.0,HUACHO,4,PINTA ,-11.0710,-77.3645,0,45,45,100,1
1/4/2001,1,2001,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,28,28,100,1
1/5/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,7,15,0.142857143
1/5/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,12,PINTA ,-6.5000,-79.5600,0.74,4,146,3,0.02739726
1/5/2001,1,2001,BOTE,3.0,2721.6,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,9.56,10,165,7,0.060606061
1/5/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,29,PINTA ,-6.5000,-79.5600,1.11,8,333,3,0.024024024
1/5/2001,1,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,3,27,12,0.111111111
1/5/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,3,11,28,0.272727273
1/5/2001,1,2001,BOTE,1.5,1360.8,CALLAO,2,CORTINA/AGALLERA,-12.0315,-77.0845,2.55,8,40,20,0.2
1/5/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,0.67,7,35,20,0.2
1/5/2001,1,2001,PERSONA,3.0,2721.6,SAN JOSE,18,CHINCHORRO,-6.4600,-79.5810,1.14,54,379,15,0.142480211
1/5/2001,1,2001,BOTE,3.0,2721.6,SALAVERRY,5,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,28,43,66,0.651162791
1/5/2001,1,2001,NO DEFINIDO ,1.0,907.2,HUACHO,2,CORTINA/TRASMALLO ,-11.0710,-77.3645,0.05,40,50,80,0.8
1/5/2001,1,2001,BOTE,2.0,1814.4,HUACHO,3,CORTINA/AGALLERA,-11.0710,-77.3645,0.12,2,71,3,0.028169014
1/5/2001,1,2001,NO DEFINIDO ,0.0,0.0,HUACHO,2,CORTINA/TRASMALLO ,-11.0710,-77.3645,0.49,15,24,63,0.625
1/5/2001,1,2001,NO DEFINIDO ,1.5,1360.8,HUACHO,3,CORTINA/TRASMALLO ,-11.0710,-77.3645,0.31,2,22,10,0.090909091
1/5/2001,1,2001,NO DEFINIDO ,3.0,2721.6,HUACHO,5,CORTINA/AGALLERA,-11.0710,-77.3645,0.11,8,113,8,0.07079646
1/6/2001,1,2001,PERSONA,0.0,0.0,CHIMBOTE,16,CHINCHORRO,-9.0425,-78.3512,0,20,165,13,0.121212121
1/6/2001,1,2001,PERSONA,0.0,0.0,CHIMBOTE,18,CHINCHORRO,-9.0425,-78.3512,1.52,40,420,10,0.095238095
1/6/2001,1,2001,NO DEFINIDO ,0.7,635.0,VILA VILA ,3,CORTINA/AGALLERA,-18.0703,-70.4338,1.18,11,80,14,0.1375
1/6/2001,1,2001,PERSONA,0.0,0.0,CHIMBOTE,17,CHINCHORRO,-9.0425,-78.3512,1.52,85,350,25,0.242857143
1/6/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,9.56,5,110,5,0.045454545
1/6/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,3,12,25,0.25
1/6/2001,1,2001,BOTE,1.5,1360.8,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,3,45,7,0.066666667
1/6/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,17,PINTA ,-6.5000,-79.5600,0.64,10,254,4,0.039370079
1/6/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,23,PINTA ,-6.5000,-79.5600,1.11,12,404,3,0.02970297
1/6/2001,1,2001,BOTE,2.5,2268.0,CHIMBOTE,3,CORTINA/AGALLERA,-9.0425,-78.3512,1.38,10,102,10,0.098039216
1/6/2001,1,2001,BOTE,1.5,1360.8,PUCUSANA,4,CORTINA/AGALLERA,-12.2840,-76.4745,1.69,15,175,9,0.085714286
1/6/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,7,15,0.142857143
1/6/2001,1,2001,BOTE,2.0,1814.4,HUACHO,2,CORTINA/AGALLERA,-11.0710,-77.3645,0.16,20,50,40,0.4
1/6/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,28,51,55,0.549019608
1/6/2001,1,2001,BOTE,1.5,1360.8,CALLAO,2,CORTINA/AGALLERA,-12.0315,-77.0845,2.55,8,42,20,0.19047619
1/6/2001,1,2001,BOTE,2.0,1814.4,HUACHO,3,CORTINA/AGALLERA,-11.0710,-77.3645,0.32,15,147,11,0.102040816
1/6/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,12,25,48,0.48
1/7/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,13,PINTA ,-6.5000,-79.5600,1.11,8,75,11,0.106666667
1/8/2001,1,2001,BOTE,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.02,14,296,5,0.047297297
1/8/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,3,20,15,0.15
1/8/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,22,PINTA ,-6.5000,-79.5600,1.11,21,398,6,0.052763819
1/8/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,3,34,0.333333333
1/8/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,6,17,0.166666667
1/8/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,1,19,6,0.052631579
1/8/2001,1,2001,BOTE,4.0,3628.7,PTO RICO,4,TRINCHE ,-6.1500,-80.3000,4.1,200,250,80,0.8
1/8/2001,1,2001,BOTE,2.0,1814.4,HUACHO,3,TRINCHE ,-11.0710,-77.3645,5.57,6,419,2,0.014319809
1/8/2001,1,2001,BOTE,2.0,1814.4,CHIMBOTE,3,OTROS ,-9.0425,-78.3512,0,25,165,16,0.151515152
1/8/2001,1,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,15,15,100,1
1/8/2001,1,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,17,17,100,1
1/9/2001,1,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.95,378,719,53,0.525730181
1/9/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,1.33,2,25,8,0.08
1/9/2001,1,2001,BOTE,1.5,1360.8,ILO ,3,CORTINA/AGALLERA,-17.3840,-71.2030,0.96,28,141,20,0.19858156
1/9/2001,1,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,4,33,13,0.121212121
1/9/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,6,17,0.166666667
1/9/2001,1,2001,BOTE,3.0,2721.6,MORRO SAMA,3,CORTINA/AGALLERA,-17.5900,-70.5246,0.02,42,225,19,0.186666667
1/9/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,2,20,10,0.1
1/9/2001,1,2001,BOTE,2.0,1814.4,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,12,34,36,0.352941176
1/9/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,3,PINTA ,-13.4348,-76.1310,9.56,30,85,36,0.352941176
1/9/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,17,6,0.058823529
1/9/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,6,67,9,0.089552239
1/9/2001,1,2001,BOTE,1.5,1360.8,HUACHO,23,CHINCHORRO,-11.0710,-77.3645,1.31,10,255,4,0.039215686
1/9/2001,1,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,0.05,2,17,12,0.117647059
1/9/2001,1,2001,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,5,35,15,0.142857143
1/10/2001,1,2001,LANCHA,10.0,9071.9,PIMENTEL,7,CERCO ,-6.5000,-79.5600,2.72,300,470,64,0.638297872
1/10/2001,1,2001,NO DEFINIDO ,3.0,2721.6,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,9.56,8,63,13,0.126984127
1/10/2001,1,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,1.27,26,229,12,0.113537118
1/10/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,0.04,5,75,7,0.066666667
1/10/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,1,15,7,0.066666667
1/10/2001,1,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,12,12,100,1
1/10/2001,1,2001,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,9,9,100,1
1/11/2001,1,2001,LANCHA,30.0,27215.6,SAN JOSE,10,CERCO ,-6.4600,-79.5810,7.75,30,2036,2,0.014734774
1/11/2001,1,2001,LANCHA,8.0,7257.5,PIMENTEL,2,CORTINA/AGALLERA,-6.5000,-79.5600,1.41,10,528,2,0.018939394
1/11/2001,1,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,1.11,10,191,6,0.052356021
1/11/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,6,34,18,0.176470588
1/11/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,5,34,15,0.147058824
1/11/2001,1,2001,BOTE,3.0,2721.6,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,9.56,15,105,15,0.142857143
1/11/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,4,13,31,0.307692308
1/11/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,5,19,27,0.263157895
1/11/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,6,34,18,0.176470588
1/11/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,2,11,19,0.181818182
1/11/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,3,23,14,0.130434783
1/11/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,4,45,9,0.088888889
1/11/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,12,9,0.083333333
1/11/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,0.49,5,105,5,0.047619048
1/11/2001,1,2001,BOTE,2.0,1814.4,HUACHO,4,TRINCHE ,-11.0710,-77.3645,0.31,3,72,5,0.041666667
1/12/2001,1,2001,PERSONA,3.0,2721.6,SAN JOSE,18,CHINCHORRO,-6.4600,-79.5810,8.01,100,221,46,0.452488688
1/12/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,8,PINTA ,-6.5000,-79.5600,0.74,9,86,11,0.104651163
1/12/2001,1,2001,BOTE,2.0,1814.4,CALLAO,2,CORTINA/AGALLERA,-12.0315,-77.0845,2.55,20,85,24,0.235294118
1/12/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,16,PINTA ,-6.5000,-79.5600,1.11,5,153,4,0.032679739
1/12/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,1,14,8,0.071428571
1/12/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,14,PINTA ,-6.5000,-79.5600,1.17,7,113,7,0.061946903
1/12/2001,1,2001,BOTE,3.0,2721.6,MATARANI,5,TRINCHE ,-16.5950,-72.0520,0.81,8,105,8,0.076190476
1/12/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,11,19,0.181818182
1/12/2001,1,2001,BOTE,2.0,1814.4,CALLAO,2,CORTINA/AGALLERA,-12.0315,-77.0845,0.13,3,10,30,0.3
1/12/2001,1,2001,PERSONA,0.0,0.0,CHIMBOTE,18,CHINCHORRO,-9.0425,-78.3512,0,270,520,52,0.519230769
1/13/2001,1,2001,LANCHA,12.0,10886.2,SAN JOSE,9,CERCO ,-6.4600,-79.5810,1.04,108,1348,9,0.080118694
1/13/2001,1,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.68,34,146,24,0.232876712
1/13/2001,1,2001,BOTE,2.0,1814.4,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,52,475,11,0.109473684
1/13/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,9.56,15,50,30,0.3
1/13/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,28,PINTA ,-6.5000,-79.5600,1.11,14,229,7,0.061135371
1/13/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,10,88,12,0.113636364
1/13/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,14,45,32,0.311111111
1/13/2001,1,2001,NO DEFINIDO ,3.0,2721.6,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,1.36,10,45,23,0.222222222
1/13/2001,1,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,8,150,6,0.053333333
1/13/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,18,12,0.111111111
1/13/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,1,14,8,0.071428571
1/13/2001,1,2001,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,13,150,9,0.086666667
1/14/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,9,PINTA ,-6.5000,-79.5600,0.74,10,71,15,0.14084507
1/14/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,21,PINTA ,-6.5000,-79.5600,1.17,16,158,11,0.101265823
1/15/2001,1,2001,CHALANA ,4.0,3628.7,SAN JOSE,3,CORTINA/AGALLERA,-6.4600,-79.5810,0.74,6,905,1,0.006629834
1/15/2001,1,2001,LANCHA,8.0,7257.5,PIMENTEL,4,CORTINA/AGALLERA,-6.5000,-79.5600,1.41,10,1330,1,0.007518797
1/15/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,SANTA ROSA,8,PINTA ,-6.5300,-79.5500,1.45,4,111,4,0.036036036
1/15/2001,1,2001,BOTE,2.0,1814.4,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,17,80,22,0.2125
1/15/2001,1,2001,BOTE,4.0,3628.7,SALAVERRY,3,CORTINA/AGALLERA,-8.1300,-78.5855,0.92,25,81,31,0.308641975
1/15/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,9.56,5,97,6,0.051546392
1/15/2001,1,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.95,81,103,79,0.786407767
1/15/2001,1,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.95,20,272,8,0.073529412
1/15/2001,1,2001,BOTE,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.02,108,391,28,0.276214834
1/15/2001,1,2001,LANCHA,10.0,9071.9,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,1.41,50,254,20,0.196850394
1/15/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,0.21,6,54,12,0.111111111
1/15/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,34,PINTA ,-6.5000,-79.5600,0.4,12,197,7,0.060913706
1/15/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,4,4,100,1
1/15/2001,1,2001,BOTE,2.0,1814.4,HUACHO,3,CORTINA/AGALLERA,-11.0710,-77.3645,0.11,8,111,8,0.072072072
1/15/2001,1,2001,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,6,24,25,0.25
1/15/2001,1,2001,CHALANA ,0.5,453.6,HUACHO,2,CORTINA/TRASMALLO ,-11.0710,-77.3645,0,28,28,100,1
1/16/2001,1,2001,LANCHA,20.0,18143.7,SAN JOSE,12,CERCO ,-6.4600,-79.5810,3.32,80,2375,4,0.033684211
1/16/2001,1,2001,BOTE,7.0,6350.3,MORRO SAMA,5,CERCO ,-17.5900,-70.5246,0.09,510,510,100,1
1/16/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,SANTA ROSA,16,PINTA ,-6.5300,-79.5500,0.74,6,313,2,0.019169329
1/16/2001,1,2001,BOTE,2.0,1814.4,SAN ANDRES,3,CORTINA/AGALLERA,-13.4348,-76.1310,1.36,10,40,25,0.25
1/16/2001,1,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.64,135,187,73,0.721925134
1/16/2001,1,2001,CHALANA ,4.0,3628.7,SAN JOSE,4,CORTINA/AGALLERA,-6.4600,-79.5810,0.64,10,258,4,0.03875969
1/16/2001,1,2001,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,10,PINTA ,-6.5000,-79.5600,0.74,8,85,10,0.094117647
